"spec","mechanism","n","b","method","truth","est","observed_fraction"
"anchor_moderate","anchor",4000,45,"fiml",0.666931633438082,0.674001014692225,0.796125
"anchor_moderate","anchor",4000,46,"fiml",0.666931633438082,0.667672507047876,0.787125
"anchor_moderate","anchor",4000,47,"fiml",0.666931633438082,0.664489751824564,0.786875
"anchor_moderate","anchor",4000,48,"fiml",0.666931633438082,0.675042386474936,0.7906875
"anchor_moderate","anchor",4000,49,"fiml",0.666931633438082,0.678342244221616,0.78925
"anchor_moderate","anchor",4000,50,"fiml",0.666931633438082,0.667799133159159,0.7959375
"anchor_moderate","anchor",4000,51,"fiml",0.666931633438082,0.675415627676056,0.7914375
"anchor_moderate","anchor",4000,52,"fiml",0.666931633438082,0.662413188988113,0.79175
"anchor_moderate","anchor",4000,53,"fiml",0.666931633438082,0.663098419690625,0.786
"anchor_moderate","anchor",4000,54,"fiml",0.666931633438082,0.671415634222697,0.795875
"anchor_moderate","anchor",4000,55,"fiml",0.666931633438082,0.654431451312182,0.803375
"anchor_moderate","anchor",4000,56,"fiml",0.666931633438082,0.664351655716803,0.7979375
"anchor_moderate","anchor",4000,57,"fiml",0.666931633438082,0.669013893194941,0.7905
"anchor_moderate","anchor",4000,58,"fiml",0.666931633438082,0.675809221383284,0.7889375
"anchor_moderate","anchor",4000,59,"fiml",0.666931633438082,0.66948604056374,0.7943125
"anchor_moderate","anchor",4000,60,"fiml",0.666931633438082,0.681463081026417,0.7958125
"anchor_moderate","anchor",4000,61,"fiml",0.666931633438082,0.67252606823798,0.7923125
"anchor_moderate","anchor",4000,62,"fiml",0.666931633438082,0.659183563226005,0.7911875
"anchor_moderate","anchor",4000,63,"fiml",0.666931633438082,0.661112579847271,0.7919375
"anchor_moderate","anchor",4000,64,"fiml",0.666931633438082,0.639184560372935,0.79675
"anchor_moderate","anchor",4000,65,"fiml",0.666931633438082,0.653926818195381,0.792375
"anchor_moderate","anchor",4000,66,"fiml",0.666931633438082,0.642102043427209,0.795375
"anchor_moderate","anchor",4000,67,"fiml",0.666931633438082,0.677770690587442,0.7890625
