"marg","b","kappa_F","kappa_BP","delta","se","z","rej_05"
"uniform",91,0.73412740910526,0.7345,-0.000372590894739844,0.000408070308706172,-0.91305563475368,FALSE
"uniform",92,0.717725737984345,0.718333333333333,-0.000607595348988688,0.000515089646081646,-1.17959146259441,FALSE
"uniform",93,0.736099677872462,0.7365,-0.000400322127538488,0.000421558849116676,-0.949623352415239,FALSE
"uniform",94,0.734712885800254,0.735666666666667,-0.000953780866413179,0.000656094570872039,-1.45372467439484,FALSE
"uniform",95,0.714802025072404,0.715,-0.000197974927595768,0.000295204451933355,-0.670636659776602,FALSE
"uniform",96,0.724327972951212,0.724666666666667,-0.000338693715454697,0.000371098151503829,-0.912679608028718,FALSE
"uniform",97,0.727673492802859,0.727833333333333,-0.000159840530474353,0.000260916343411985,-0.612612182066212,FALSE
"uniform",98,0.716217344128203,0.716666666666667,-0.000449322538463748,0.000443581928791072,-1.01294148679213,FALSE
"uniform",99,0.719635800257126,0.721166666666667,-0.00153086640954059,0.00078384506426695,-1.95302168671847,FALSE
"uniform",100,0.74570526768064,0.745833333333333,-0.000128065652692966,0.00023148314805942,-0.553239636520288,FALSE
"uniform",101,0.726944157321188,0.727833333333333,-0.000889176012145443,0.000637202501466538,-1.3954371021755,FALSE
"uniform",102,0.716869943808032,0.717333333333333,-0.000463389525300895,0.000455225386053111,-1.01793427936559,FALSE
"uniform",103,0.721093396179992,0.721333333333333,-0.000239937153341807,0.00032227187217371,-0.744517825038347,FALSE
"uniform",104,0.745459268744505,0.746333333333333,-0.000874064588827883,0.00057595263448667,-1.51759803930216,FALSE
"uniform",105,0.709623617056763,0.709833333333333,-0.000209716276570182,0.000313693382247694,-0.668539052585397,FALSE
"uniform",106,0.737882338294079,0.738,-0.000117661705921313,0.000214928867599017,-0.547444869717681,FALSE
"uniform",107,0.702527845957362,0.702833333333333,-0.000305487375971136,0.000375306480058594,-0.813967762889259,FALSE
"uniform",108,0.750174696679496,0.750833333333333,-0.000658636653837474,0.000524178786019614,-1.25651146403477,FALSE
"uniform",109,0.730740513604829,0.730833333333333,-9.28197285046117e-05,0.000198201577967091,-0.468309735253587,FALSE
