"rate","b","alpha_A","alpha_B","diff","se_dep","corr","chisq_dep","reject_05"
0.25,226,0.770043298266241,0.799778818947375,-0.0297355206811347,0.0215204460955767,0.33355623504076,1.90918738488493,FALSE
0.25,227,0.763897293233238,0.798961821242415,-0.0350645280091771,0.0214423873213637,0.329960781630496,2.67417436736496,FALSE
0.25,228,0.762490569533391,0.795715712990952,-0.033225143457561,0.0223181192743989,0.341554813590071,2.21624894100158,FALSE
0.25,229,0.764814176954188,0.799768354550467,-0.0349541775962791,0.0236458134595309,0.295076515166121,2.18519228577415,FALSE
0.25,230,0.742547094309395,0.803825111414655,-0.0612780171052602,0.0217207576076017,0.406353099171666,7.95901766823558,TRUE
0.25,231,0.763310040180114,0.796557978020525,-0.033247937840411,0.022128183174122,0.324460936628297,2.25755277809864,FALSE
0.25,232,0.76065667283424,0.805082136588969,-0.0444254637547299,0.0245341948788319,0.263040332523319,3.27884071207987,FALSE
0.25,233,0.753559420738237,0.809401852962708,-0.0558424322244713,0.0228437934139036,0.32633156005656,5.97574701974555,TRUE
0.25,234,0.782895185214981,0.791880355116127,-0.00898516990114584,0.0226743290275842,0.325900663527459,0.15703038607507,FALSE
0.25,235,0.768182295775958,0.803127069068828,-0.0349447732928698,0.0206023890569241,0.404952608682618,2.87692994230016,FALSE
0.25,236,0.768105346432635,0.803520029704833,-0.0354146832721985,0.0216239506776181,0.386104989858699,2.68223385565267,FALSE
0.25,237,0.762825774973872,0.815521543127184,-0.0526957681533122,0.0213714571577956,0.342840555565253,6.07971484929137,TRUE
0.25,238,0.767319260560083,0.800710159616489,-0.0333908990564067,0.0219145497226248,0.343578984322666,2.32161992319952,FALSE
0.25,239,0.746372313999846,0.789187006025192,-0.0428146920253466,0.022588201574798,0.345379705364514,3.59271146127791,FALSE
0.25,240,0.774979277061076,0.813465463130055,-0.0384861860689785,0.0234085192070797,0.263294689170403,2.70309847247683,FALSE
0.25,241,0.760950584070253,0.79690648068323,-0.0359558966129775,0.0213450361474166,0.310368498865654,2.83756916907471,FALSE
0.25,242,0.770646281464692,0.798807094505055,-0.0281608130403622,0.0226406152930148,0.285711761898304,1.54708411895943,FALSE
0.25,243,0.778292839637007,0.79849102088176,-0.0201981812447534,0.0213314018970685,0.307291841328343,0.896573159923104,FALSE
0.25,244,0.778926360303588,0.790995893276219,-0.0120695329726316,0.0250612601064607,0.269238427055327,0.231939717065483,FALSE
0.25,245,0.755670424571318,0.806626213574279,-0.0509557890029607,0.0230153382979177,0.326286030288448,4.90176329535824,TRUE
0.25,246,0.75698443352975,0.812660817002294,-0.0556763834725436,0.0252162628107504,0.307598507064967,4.8750670189211,TRUE
0.25,247,0.764499204128845,0.79839518801695,-0.0338959838881053,0.0221786487387745,0.365983654741399,2.33574981821796,FALSE
0.25,248,0.755714722232648,0.794914081507496,-0.0391993592748475,0.0229387068067756,0.318901759914722,2.92025029112772,FALSE
0.25,249,0.753678400448009,0.796610092518235,-0.0429316920702255,0.0211821663452586,0.391316096193613,4.10785648975211,TRUE
0.25,250,0.766606269499808,0.815167011516209,-0.0485607420164007,0.0204668686307271,0.374681707783132,5.62947408770172,TRUE
0.25,251,0.765566191763869,0.800174302622666,-0.0346081108587963,0.0228372734810649,0.339685375525546,2.29650439622592,FALSE
0.25,252,0.754780562480469,0.802100570094363,-0.0473200076138934,0.0243444043908413,0.331184786865473,3.77825533717272,FALSE
0.25,253,0.768751779141677,0.799011956458866,-0.0302601773171894,0.0226150350419973,0.287080399184809,1.79039314783863,FALSE
0.25,254,0.758684449798362,0.804196142516904,-0.0455116927185421,0.0215776838682698,0.305014190604475,4.44873283208289,TRUE
0.25,255,0.766422248581692,0.809613858412141,-0.0431916098304491,0.0227900728323266,0.334007316850345,3.59176038729124,FALSE
0.25,256,0.76397274595465,0.798860562789737,-0.034887816835087,0.0211873048545344,0.407781219537337,2.71141601042403,FALSE
0.25,257,0.746744263701698,0.807866305358636,-0.0611220416569378,0.022470547463457,0.391076278952549,7.39892113161384,TRUE
0.25,258,0.757243672082752,0.798265937854197,-0.0410222657714453,0.021998112944086,0.352120287736282,3.4775103634827,FALSE
0.25,259,0.763706103032021,0.809999788163261,-0.0462936851312398,0.0227895988467882,0.339868804650285,4.1263887970076,TRUE
0.25,260,0.767283080027453,0.804806014228603,-0.0375229342011497,0.021805442353202,0.313347958242665,2.96117300034532,FALSE
0.25,261,0.749865393198076,0.795615323427644,-0.0457499302295683,0.024696147394566,0.277560588988548,3.43180383475723,FALSE
0.25,262,0.78068732562633,0.810979930855378,-0.0302926052290482,0.0225279510035341,0.298186470510439,1.80813088527556,FALSE
0.25,263,0.779407341409803,0.809459958459599,-0.030052617049796,0.0209369151188451,0.369529842528469,2.06034149826624,FALSE
0.25,264,0.744472901098627,0.802732370893167,-0.0582594697945403,0.0232577772448677,0.310985883946978,6.27475310932285,TRUE
0.25,265,0.769026270697569,0.798741381416546,-0.0297151107189776,0.022553035205046,0.358756573459004,1.73597996993232,FALSE
0.25,266,0.767178104794613,0.789553249169936,-0.0223751443753235,0.0238030688387105,0.290602821761039,0.883620508980378,FALSE
0.25,267,0.76351076260692,0.809925033443681,-0.0464142708367606,0.0215895452782058,0.356721970229721,4.62185241761395,TRUE
0.25,268,0.768111739227404,0.796432819263495,-0.0283210800360905,0.0231470545614922,0.260413191492133,1.49702189400855,FALSE
0.25,269,0.753697319803593,0.795842968479636,-0.0421456486760426,0.0230243368930986,0.317860266205289,3.35066664695866,FALSE
0.25,270,0.767225538456717,0.803021436434514,-0.0357958979777963,0.0216794205800528,0.378583192925521,2.72628454587967,FALSE
0.25,271,0.764651839201604,0.812749561768192,-0.048097722566588,0.022890346704901,0.278747813246807,4.41513802087479,TRUE
0.25,272,0.742588174866612,0.804539608360579,-0.0619514334939665,0.0218167625574753,0.338128927935208,8.06347251384592,TRUE
0.25,273,0.768977624879098,0.811029160585128,-0.0420515357060296,0.0238613205142161,0.271158733341483,3.10580920387799,FALSE
