"b","kappa_id","kappa_lin","kappa_quad","se_id","se_lin","se_quad","cor_id_lin","cor_id_quad","cor_lin_quad","delta_id_quad","se_id_quad","reject_id_eq_quad"
93,0.698957688457911,0.672304780536594,0.650155152960454,0.0137084647851897,0.0176092335161451,0.0244304456652702,0.86168096285106,0.672431429162893,0.947355193844055,0.0488025354974572,0.0182857556708252,TRUE
94,0.708596406022341,0.675503260391006,0.642839235573893,0.0133476135238263,0.0173597085394767,0.0252141656138789,0.86286565859747,0.661959325233948,0.942178673421832,0.0657571704484482,0.0191924338907777,TRUE
95,0.700586034300549,0.666767974104512,0.637444900168503,0.0134436433246823,0.0172772915146649,0.0243333428618811,0.864165955777251,0.65955097206778,0.939868873995042,0.0631411341320451,0.0184750347203423,TRUE
96,0.706734781767136,0.66958797803766,0.629313951150779,0.0139782360639189,0.0179738597800526,0.0264395347838353,0.862316138668365,0.644467743749077,0.934884588388737,0.0774208306163575,0.0204469510655537,TRUE
97,0.732472347529545,0.730536012171005,0.728067102565425,0.013268848878324,0.015478672823566,0.0204939907007213,0.872928886824033,0.668386302079292,0.938772902481382,0.00440524496412065,0.0152497608087634,FALSE
98,0.729683406898945,0.695899251710953,0.663440720183942,0.0135721333114025,0.0169181858825728,0.0231734825233185,0.883312042850788,0.694682905714009,0.9433741292557,0.0662426867150029,0.0168593789925604,TRUE
99,0.689313554674264,0.665798930556578,0.640357034605565,0.0135089362122761,0.0164085909825922,0.0225131924956874,0.86797676442917,0.65424688249398,0.935652829127431,0.0489565200686993,0.0170699714565311,TRUE
100,0.714554452559519,0.681015521543174,0.65211814561667,0.0136051348823948,0.0176640435298325,0.0250355081339017,0.871871933842686,0.67880502798338,0.944601547709552,0.0624363069428485,0.0186938174970838,TRUE
101,0.701146347503212,0.668200625842268,0.630416147646486,0.0136945700817545,0.016754263875161,0.0238381306673076,0.855562739373327,0.621597081728185,0.929306160986586,0.0707301998567258,0.0187070393183384,TRUE
102,0.710383985116365,0.667446028021287,0.61726737701042,0.0138543750447661,0.0179648126602148,0.0264662668955745,0.869028929290725,0.662369082929952,0.938603820487573,0.0931166081059444,0.020165824936118,TRUE
103,0.694843660435009,0.663753197660864,0.632191427610608,0.0143652356532215,0.017669829199953,0.0244126408865357,0.875199790731597,0.675955173948487,0.941158242334178,0.0626522328244015,0.0181171486761429,TRUE
104,0.726722489310346,0.706130693200444,0.688396838243573,0.0130528300362449,0.0169444697162094,0.024146982079538,0.856870406142567,0.665041134787111,0.947627627745218,0.0383256510667734,0.0182819365165719,TRUE
105,0.676071692351748,0.635087029285345,0.59577239012174,0.0138686533547856,0.0170881881173122,0.0245336684659226,0.845266382773656,0.612136488995293,0.931617345845908,0.0802993022300076,0.0194340640882082,TRUE
106,0.682106623475577,0.643776918956024,0.603933054797354,0.0134164487484182,0.0174560001222305,0.0254224656139885,0.852790868432708,0.644280586479141,0.941076253535936,0.0781735686782227,0.0196672680337242,TRUE
107,0.681404935055761,0.644301522570973,0.602561214260191,0.0139967367244729,0.0179594632463543,0.0259113267495761,0.860328376019077,0.650223678419733,0.938585642157742,0.0788437207955708,0.0198913806421388,TRUE
108,0.700468069506977,0.671019189869505,0.642222637760679,0.0133127935309824,0.0166121740202565,0.0234335554717126,0.863114482164994,0.648561089538729,0.936139535387635,0.058245431746298,0.0179361050614026,TRUE
109,0.722545242331996,0.687923847187576,0.650158238766309,0.0135877947639736,0.0176079131267846,0.0255821989197057,0.857848039788437,0.649222782035832,0.940287285760074,0.0723870035656873,0.0196908615800218,TRUE
110,0.694427143787334,0.6667046740284,0.634455300915754,0.0138356754869977,0.0171126819611188,0.0237997407394807,0.868473334111174,0.665744357516961,0.940685120256966,0.0599718428715803,0.0178721476631352,TRUE
111,0.69402708665475,0.658710897625144,0.622462191967264,0.0137218267162782,0.0172363025930891,0.0243870973763656,0.859542858104125,0.643601770071554,0.936231742363858,0.0715648946874856,0.018768990791316,TRUE
112,0.731148596455098,0.718116015311241,0.707207489525702,0.0125554590158131,0.0154349281523119,0.0209725126926655,0.859514482109319,0.657634037848936,0.943290166271756,0.0239411069293961,0.0158477151880127,FALSE
113,0.703825309219628,0.669891093598556,0.630295562086595,0.0138777821212846,0.0176068223394499,0.0248394458585406,0.871223084406123,0.677382111939458,0.944501538217999,0.073529747133033,0.0185089555935818,TRUE
114,0.716558766874242,0.695954000475272,0.678734678296726,0.0132000988463793,0.0163905940284361,0.0220175198809092,0.884468387290539,0.707863907851719,0.948352673291565,0.0378240885775167,0.0157339107600703,TRUE
115,0.719347420504001,0.684706721281571,0.647537199815658,0.01346026363273,0.0173934615875951,0.0250100882078935,0.874009385790395,0.680200207072885,0.943587118165498,0.0718102206883423,0.0186739062605985,TRUE
116,0.732026216768459,0.706441926016873,0.683788816411794,0.0135749215307767,0.0169076634134204,0.0231977674847021,0.86824334029187,0.668567112252833,0.942154857021002,0.0482374003566659,0.0173591709448723,TRUE
117,0.718195735648957,0.690855182602888,0.664013074338493,0.0134394346635836,0.0167140595771335,0.0234101680956201,0.856032739781024,0.641524998116197,0.938061985307203,0.0541826613104637,0.0180272549994174,TRUE
118,0.691524063257847,0.66736585669588,0.644456034167282,0.0140251658718186,0.017592931541705,0.0244400171738622,0.866240802061659,0.671788351793417,0.944629239643019,0.0470680290905654,0.0182612928503955,TRUE
119,0.708706387364582,0.685378934514456,0.661572796347405,0.0131109986482489,0.0159482260802373,0.0218133043387177,0.856862795753423,0.64328599254095,0.937682665790927,0.0471335910171767,0.016726218979592,TRUE
120,0.724463913909484,0.676639309683291,0.633983193128408,0.0130937681034101,0.0169273158772163,0.0244522424001182,0.855661028488878,0.629728964148364,0.931992708759629,0.0904807207810763,0.0191341518836474,TRUE
121,0.707412899346454,0.679252102786099,0.649286605363815,0.0133644719656576,0.0169936116365304,0.0245606506952686,0.848964464029978,0.62890680682467,0.937278808224609,0.0581262939826392,0.0192085859021415,TRUE
122,0.711164513583266,0.67359628296074,0.634117084707263,0.0133027776404018,0.0167655586470679,0.0238452305925876,0.854626732761245,0.641198797270869,0.938422464545982,0.0770474288760036,0.0184057706933335,TRUE
123,0.718509244889484,0.69398097311918,0.668749125210409,0.0135281712618714,0.0165129989579087,0.0226185265221437,0.870041983750768,0.666166481704769,0.940089910529056,0.049760119679075,0.0169390729647637,TRUE
124,0.700400779500398,0.666391797002813,0.63714055598576,0.0132760372089982,0.0174238810133797,0.0247248133003432,0.864962188061487,0.671116836304348,0.944609026764301,0.0632602235146382,0.0186275240906013,TRUE
125,0.713014342471224,0.671838039450855,0.629464628332151,0.0134006086423384,0.0169454580844416,0.0240739472125267,0.872628236123193,0.672974946024555,0.939793449053677,0.0835497141390734,0.0180255470877686,TRUE
126,0.731118911494684,0.706202260422971,0.679569376794379,0.0134237678046747,0.0162285761528699,0.0225502140103529,0.853940971369556,0.630836239261369,0.935186579780802,0.0515495347003053,0.0175154299280443,TRUE
127,0.720952501270519,0.683571688060304,0.64700570682981,0.0133865534580294,0.0169306211247587,0.0240054096932737,0.866923060082748,0.661522790653524,0.939509686053565,0.0739467944407091,0.018174135665853,TRUE
128,0.683622944626474,0.651482038388721,0.620574808089086,0.0136135571014051,0.017538215447085,0.0252941027348071,0.852980441327196,0.640091276081344,0.939153264062109,0.0630481365373882,0.0196035465761116,TRUE
129,0.725818215698916,0.70649718486582,0.689358515122405,0.0138643611355053,0.0171050370838956,0.023426569684267,0.865927909170699,0.666153705926393,0.943230596061789,0.0364597005765117,0.0175584356008847,TRUE
130,0.691961269665146,0.656636943751849,0.622730715733728,0.0128402810082943,0.0167670575148925,0.0243144626187821,0.848881995239234,0.636307238071796,0.939811254021846,0.0692305539314186,0.0189406943146069,TRUE
131,0.706098301099638,0.678594148863353,0.649795652834844,0.0132530893332495,0.0161303100181651,0.0227064289522632,0.861030690554609,0.640484082265248,0.933442092030901,0.0563026482647944,0.0174855402675103,TRUE
132,0.704181698801901,0.693052052624597,0.682783203259484,0.0135933197336403,0.016431984140428,0.0222974637851473,0.864893258076698,0.664218730730365,0.942833745525987,0.0213984955424164,0.0167125825418754,FALSE
133,0.716275692067412,0.700170061844343,0.679789589762127,0.0136921221365002,0.0170090174177471,0.0239744534261586,0.862436459911575,0.655512390057859,0.940302761210547,0.036486102305285,0.0182178519847639,TRUE
134,0.710625476354985,0.688495474300023,0.664343545926207,0.012842575053848,0.0163171356277389,0.0232705935085975,0.840213668131345,0.62820230648165,0.9419805347247,0.0462819304287785,0.0181925886077333,TRUE
135,0.727912728669841,0.703930623846311,0.682611528046812,0.0132329424094075,0.0164657973972152,0.0229498453294423,0.868398445739087,0.667057355346391,0.941763711240602,0.045301200623029,0.0172233433781659,TRUE
