"target","R","n","coefficient","method","reps","valid_reps","coverage","miss_below","miss_above","mean_length","median_length","mean_estimate","bias","sd_estimate","mean_se","mean_skew_if"
0.8,5,10,"Brennan-Prediger","arcsine",300,300,0.856666666666667,0.00666666666666667,0.136666666666667,0.493503287946267,0.493774212565417,0.790066666666667,-0.00993333333333335,0.131497023208123,0.113530791022836,-1.73323084360077
0.8,5,10,"Brennan-Prediger","basic",300,300,0.836666666666667,0.00666666666666667,0.156666666666667,0.513648984220911,0.509663556949241,0.790066666666667,-0.00993333333333335,0.131497023208123,0.113530791022836,-1.73323084360077
0.8,5,10,"Brennan-Prediger","cf_if",300,299,0.795986622073579,0.00668896321070234,0.197324414715719,0.446520926169437,0.441579494245865,0.790066666666667,-0.00993333333333335,0.131497023208123,0.113530791022836,-1.73323084360077
0.8,5,10,"Brennan-Prediger","cf_student_minus",300,299,0.82943143812709,0.0367892976588629,0.133779264214047,0.446520926169437,0.441579494245865,0.790066666666667,-0.00993333333333335,0.131497023208123,0.113530791022836,-1.73323084360077
0.8,5,10,"Brennan-Prediger","cf_student_plus",300,299,0.698996655518395,0.00668896321070234,0.294314381270903,0.446520926169437,0.441579494245865,0.790066666666667,-0.00993333333333335,0.131497023208123,0.113530791022836,-1.73323084360077
0.8,5,10,"Brennan-Prediger","fisher",300,300,0.916666666666667,0.02,0.0633333333333333,0.577663115694949,0.579661608472906,0.790066666666667,-0.00993333333333335,0.131497023208123,0.113530791022836,-1.73323084360077
0.8,5,20,"Brennan-Prediger","arcsine",300,300,0.88,0.00666666666666667,0.113333333333333,0.334530978641973,0.35273827182683,0.807775,0.00777499999999998,0.0906612841098936,0.0812539241489387,-2.19052820473941
0.8,5,20,"Brennan-Prediger","basic",300,300,0.836666666666667,0,0.163333333333333,0.340132835517594,0.358342686461752,0.807775,0.00777499999999998,0.0906612841098936,0.0812539241489387,-2.19052820473941
0.8,5,20,"Brennan-Prediger","cf_if",300,300,0.8,0,0.2,0.318509529868938,0.33556172376954,0.807775,0.00777499999999998,0.0906612841098936,0.0812539241489387,-2.19052820473941
0.8,5,20,"Brennan-Prediger","cf_student_minus",300,300,0.883333333333333,0.0233333333333333,0.0933333333333333,0.318509529868938,0.33556172376954,0.807775,0.00777499999999998,0.0906612841098936,0.0812539241489387,-2.19052820473941
0.8,5,20,"Brennan-Prediger","cf_student_plus",300,300,0.746666666666667,0,0.253333333333333,0.318509529868938,0.33556172376954,0.807775,0.00777499999999998,0.0906612841098936,0.0812539241489387,-2.19052820473941
0.8,5,20,"Brennan-Prediger","fisher",300,300,0.923333333333333,0.02,0.0566666666666667,0.367401702252584,0.389539276624822,0.807775,0.00777499999999998,0.0906612841098936,0.0812539241489387,-2.19052820473941
0.8,5,40,"Brennan-Prediger","arcsine",300,300,0.946666666666667,0,0.0533333333333333,0.242590528670913,0.243334836306035,0.805008333333333,0.00500833333333328,0.0573968459380334,0.0604251125098042,-2.34120836781553
0.8,5,40,"Brennan-Prediger","basic",300,300,0.93,0,0.07,0.244442652831561,0.244963108430005,0.805008333333333,0.00500833333333328,0.0573968459380334,0.0604251125098042,-2.34120836781553
0.8,5,40,"Brennan-Prediger","cf_if",300,300,0.906666666666667,0,0.0933333333333333,0.236862088561994,0.237366403985768,0.805008333333333,0.00500833333333328,0.0573968459380334,0.0604251125098042,-2.34120836781553
0.8,5,40,"Brennan-Prediger","cf_student_minus",300,300,0.943333333333333,0.00666666666666667,0.05,0.236862088561994,0.237366403985768,0.805008333333333,0.00500833333333328,0.0573968459380334,0.0604251125098042,-2.34120836781553
0.8,5,40,"Brennan-Prediger","cf_student_plus",300,300,0.836666666666667,0,0.163333333333333,0.236862088561994,0.237366403985768,0.805008333333333,0.00500833333333328,0.0573968459380334,0.0604251125098042,-2.34120836781553
0.8,5,40,"Brennan-Prediger","fisher",300,300,0.963333333333333,0.00666666666666667,0.03,0.254110571441165,0.256313741401926,0.805008333333333,0.00500833333333328,0.0573968459380334,0.0604251125098042,-2.34120836781553
0.8,2,10,"Conger","arcsine",300,300,0.643333333333333,0.0333333333333333,0.323333333333333,0.587707216543476,0.51548653658453,0.779514095533193,-0.0204859044668066,0.224436585010265,0.14236229580048,-1.64674346220253
0.8,2,10,"Conger","basic",300,300,0.63,0.02,0.35,0.644091774314904,0.540486714871485,0.779514095533193,-0.0204859044668066,0.224436585010265,0.14236229580048,-1.64674346220253
0.8,2,10,"Conger","cf_if",300,247,0.748987854251012,0.0283400809716599,0.222672064777328,0.677793455527234,0.640985251494866,0.779514095533193,-0.0204859044668066,0.224436585010265,0.14236229580048,-1.64674346220253
0.8,2,10,"Conger","cf_student_minus",300,247,0.740890688259109,0.0607287449392713,0.198380566801619,0.677793455527234,0.640985251494866,0.779514095533193,-0.0204859044668066,0.224436585010265,0.14236229580048,-1.64674346220253
0.8,2,10,"Conger","cf_student_plus",300,247,0.696356275303644,0.0242914979757085,0.279352226720648,0.677793455527234,0.640985251494866,0.779514095533193,-0.0204859044668066,0.224436585010265,0.14236229580048,-1.64674346220253
0.8,2,10,"Conger","fisher",300,300,0.74,0.0466666666666667,0.213333333333333,0.686785702177341,0.715169986171339,0.779514095533193,-0.0204859044668066,0.224436585010265,0.14236229580048,-1.64674346220253
0.8,2,20,"Conger","arcsine",300,300,0.806666666666667,0.01,0.183333333333333,0.490294310790458,0.512185467647946,0.79395904150061,-0.0060409584993899,0.151060296082747,0.122381286696551,-2.60776477221848
0.8,2,20,"Conger","basic",300,300,0.743333333333333,0.00333333333333333,0.253333333333333,0.512293953730641,0.526702479349679,0.79395904150061,-0.0060409584993899,0.151060296082747,0.122381286696551,-2.60776477221848
0.8,2,20,"Conger","cf_if",300,290,0.73448275862069,0.00344827586206897,0.262068965517241,0.496268098566021,0.506803511811725,0.79395904150061,-0.0060409584993899,0.151060296082747,0.122381286696551,-2.60776477221848
0.8,2,20,"Conger","cf_student_minus",300,290,0.841379310344828,0.0172413793103448,0.141379310344828,0.496268098566021,0.506803511811725,0.79395904150061,-0.0060409584993899,0.151060296082747,0.122381286696551,-2.60776477221848
0.8,2,20,"Conger","cf_student_plus",300,290,0.7,0.00344827586206897,0.296551724137931,0.496268098566021,0.506803511811725,0.79395904150061,-0.0060409584993899,0.151060296082747,0.122381286696551,-2.60776477221848
0.8,2,20,"Conger","fisher",300,300,0.83,0.03,0.14,0.570520838555387,0.596644862876657,0.79395904150061,-0.0060409584993899,0.151060296082747,0.122381286696551,-2.60776477221848
0.8,2,40,"Conger","arcsine",300,300,0.876666666666667,0.00333333333333333,0.12,0.371623812785086,0.386981909342169,0.798718467104825,-0.00128153289517552,0.104436947762457,0.0937178023380131,-3.11938918295442
0.8,2,40,"Conger","basic",300,300,0.836666666666667,0,0.163333333333333,0.379124295669798,0.395637420662268,0.798718467104825,-0.00128153289517552,0.104436947762457,0.0937178023380131,-3.11938918295442
0.8,2,40,"Conger","cf_if",300,299,0.822742474916388,0,0.177257525083612,0.368595686875082,0.383397221468117,0.798718467104825,-0.00128153289517552,0.104436947762457,0.0937178023380131,-3.11938918295442
0.8,2,40,"Conger","cf_student_minus",300,299,0.872909698996655,0.0100334448160535,0.117056856187291,0.368595686875082,0.383397221468117,0.798718467104825,-0.00128153289517552,0.104436947762457,0.0937178023380131,-3.11938918295442
0.8,2,40,"Conger","cf_student_plus",300,299,0.752508361204013,0,0.247491638795987,0.368595686875082,0.383397221468117,0.798718467104825,-0.00128153289517552,0.104436947762457,0.0937178023380131,-3.11938918295442
0.8,2,40,"Conger","fisher",300,300,0.89,0.0166666666666667,0.0933333333333333,0.4104110106717,0.436516520702336,0.798718467104825,-0.00128153289517552,0.104436947762457,0.0937178023380131,-3.11938918295442
0.8,5,10,"Conger","arcsine",300,300,0.893333333333333,0.04,0.0666666666666667,0.512860042498272,0.536950392185418,0.771007844651533,-0.0289921553484667,0.137894444703074,0.117707825161148,-0.965042109142261
0.8,5,10,"Conger","basic",300,300,0.87,0.03,0.1,0.532547199611378,0.556181465029176,0.771007844651533,-0.0289921553484667,0.137894444703074,0.117707825161148,-0.965042109142261
0.8,5,10,"Conger","cf_if",300,299,0.82943143812709,0.040133779264214,0.130434782608696,0.462949360563987,0.481963173500816,0.771007844651533,-0.0289921553484667,0.137894444703074,0.117707825161148,-0.965042109142261
0.8,5,10,"Conger","cf_student_minus",300,299,0.872909698996655,0.040133779264214,0.0869565217391304,0.462949360563987,0.481963173500816,0.771007844651533,-0.0289921553484667,0.137894444703074,0.117707825161148,-0.965042109142261
0.8,5,10,"Conger","cf_student_plus",300,299,0.779264214046823,0.0468227424749164,0.173913043478261,0.462949360563987,0.481963173500816,0.771007844651533,-0.0289921553484667,0.137894444703074,0.117707825161148,-0.965042109142261
0.8,5,10,"Conger","fisher",300,300,0.89,0.06,0.05,0.602825714038138,0.624720096818738,0.771007844651533,-0.0289921553484667,0.137894444703074,0.117707825161148,-0.965042109142261
0.8,5,20,"Conger","arcsine",300,300,0.91,0.02,0.07,0.349075616379102,0.349372900324282,0.7958218168264,-0.00417818317360008,0.0960161311515924,0.0847932898101745,-1.38378792532661
0.8,5,20,"Conger","basic",300,300,0.873333333333333,0.0133333333333333,0.113333333333333,0.35494879045022,0.35434220346243,0.7958218168264,-0.00417818317360008,0.0960161311515924,0.0847932898101745,-1.38378792532661
0.8,5,20,"Conger","cf_if",300,300,0.836666666666667,0.02,0.143333333333333,0.332383588317218,0.331815563956937,0.7958218168264,-0.00417818317360008,0.0960161311515924,0.0847932898101745,-1.38378792532661
0.8,5,20,"Conger","cf_student_minus",300,300,0.906666666666667,0.0266666666666667,0.0666666666666667,0.332383588317218,0.331815563956937,0.7958218168264,-0.00417818317360008,0.0960161311515924,0.0847932898101745,-1.38378792532661
0.8,5,20,"Conger","cf_student_plus",300,300,0.766666666666667,0.0166666666666667,0.216666666666667,0.332383588317218,0.331815563956937,0.7958218168264,-0.00417818317360008,0.0960161311515924,0.0847932898101745,-1.38378792532661
0.8,5,20,"Conger","fisher",300,300,0.913333333333333,0.0433333333333333,0.0433333333333333,0.382786106364314,0.389714031106415,0.7958218168264,-0.00417818317360008,0.0960161311515924,0.0847932898101745,-1.38378792532661
0.8,5,40,"Conger","arcsine",300,300,0.956666666666667,0.00666666666666667,0.0366666666666667,0.247735074773246,0.247104344379725,0.798512632271062,-0.0014873677289382,0.0596291230478039,0.0617044799694557,-1.51970877874891
0.8,5,40,"Conger","basic",300,300,0.936666666666667,0.00333333333333333,0.06,0.249618182719616,0.248879860497884,0.798512632271062,-0.0014873677289382,0.0596291230478039,0.0617044799694557,-1.51970877874891
0.8,5,40,"Conger","cf_if",300,300,0.93,0.00333333333333333,0.0666666666666667,0.241877116849813,0.241161691201115,0.798512632271062,-0.0014873677289382,0.0596291230478039,0.0617044799694557,-1.51970877874891
0.8,5,40,"Conger","cf_student_minus",300,300,0.953333333333333,0.01,0.0366666666666667,0.241877116849813,0.241161691201115,0.798512632271062,-0.0014873677289382,0.0596291230478039,0.0617044799694557,-1.51970877874891
0.8,5,40,"Conger","cf_student_plus",300,300,0.906666666666667,0,0.0933333333333333,0.241877116849813,0.241161691201115,0.798512632271062,-0.0014873677289382,0.0596291230478039,0.0617044799694557,-1.51970877874891
0.8,5,40,"Conger","fisher",300,300,0.97,0.0166666666666667,0.0133333333333333,0.259206108281844,0.259905729698339,0.798512632271062,-0.0014873677289382,0.0596291230478039,0.0617044799694557,-1.51970877874891
0.8,2,10,"Fleiss","arcsine",300,300,0.66,0.02,0.32,0.616948106407594,0.526252801604909,0.774061635327851,-0.0259383646721495,0.234010974508158,0.151351752112269,-1.66709055618918
0.8,2,10,"Fleiss","basic",300,300,0.643333333333333,0.00666666666666667,0.35,0.684762900285656,0.550136197851827,0.774061635327851,-0.0259383646721495,0.234010974508158,0.151351752112269,-1.66709055618918
0.8,2,10,"Fleiss","cf_if",300,247,0.761133603238866,0.0202429149797571,0.218623481781377,0.720592671588053,0.654931184106372,0.774061635327851,-0.0259383646721495,0.234010974508158,0.151351752112269,-1.66709055618918
0.8,2,10,"Fleiss","cf_student_minus",300,247,0.748987854251012,0.0566801619433198,0.194331983805668,0.720592671588053,0.654931184106372,0.774061635327851,-0.0259383646721495,0.234010974508158,0.151351752112269,-1.66709055618918
0.8,2,10,"Fleiss","cf_student_plus",300,247,0.704453441295547,0.0161943319838057,0.279352226720648,0.720592671588053,0.654931184106372,0.774061635327851,-0.0259383646721495,0.234010974508158,0.151351752112269,-1.66709055618918
0.8,2,10,"Fleiss","fisher",300,300,0.746666666666667,0.0433333333333333,0.21,0.71650959944345,0.736035209307458,0.774061635327851,-0.0259383646721495,0.234010974508158,0.151351752112269,-1.66709055618918
0.8,2,20,"Fleiss","arcsine",300,300,0.81,0.00666666666666667,0.183333333333333,0.499956396231041,0.524393106648718,0.79230751128265,-0.00769248871734984,0.153133841662067,0.125028026209595,-2.61307735409982
0.8,2,20,"Fleiss","basic",300,300,0.743333333333333,0.00333333333333333,0.253333333333333,0.523373332663748,0.540142124688541,0.79230751128265,-0.00769248871734984,0.153133841662067,0.125028026209595,-2.61307735409982
0.8,2,20,"Fleiss","cf_if",300,290,0.73448275862069,0.00344827586206897,0.262068965517241,0.507000886404694,0.513176787620079,0.79230751128265,-0.00769248871734984,0.153133841662067,0.125028026209595,-2.61307735409982
0.8,2,20,"Fleiss","cf_student_minus",300,290,0.844827586206897,0.0137931034482759,0.141379310344828,0.507000886404694,0.513176787620079,0.79230751128265,-0.00769248871734984,0.153133841662067,0.125028026209595,-2.61307735409982
0.8,2,20,"Fleiss","cf_student_plus",300,290,0.7,0.00344827586206897,0.296551724137931,0.507000886404694,0.513176787620079,0.79230751128265,-0.00769248871734984,0.153133841662067,0.125028026209595,-2.61307735409982
0.8,2,20,"Fleiss","fisher",300,300,0.833333333333333,0.0266666666666667,0.14,0.58171397030273,0.607619570598349,0.79230751128265,-0.00769248871734984,0.153133841662067,0.125028026209595,-2.61307735409982
0.8,2,40,"Fleiss","arcsine",300,300,0.876666666666667,0.00333333333333333,0.12,0.374792857674593,0.388022809393543,0.798099824105537,-0.00190017589446256,0.104987046166628,0.0945499828470208,-3.12338363698409
0.8,2,40,"Fleiss","basic",300,300,0.836666666666667,0,0.163333333333333,0.382490783588601,0.396473154974505,0.798099824105537,-0.00190017589446256,0.104987046166628,0.0945499828470208,-3.12338363698409
0.8,2,40,"Fleiss","cf_if",300,299,0.822742474916388,0,0.177257525083612,0.371868684519814,0.384623898370759,0.798099824105537,-0.00190017589446256,0.104987046166628,0.0945499828470208,-3.12338363698409
0.8,2,40,"Fleiss","cf_student_minus",300,299,0.872909698996655,0.0100334448160535,0.117056856187291,0.371868684519814,0.384623898370759,0.798099824105537,-0.00190017589446256,0.104987046166628,0.0945499828470208,-3.12338363698409
0.8,2,40,"Fleiss","cf_student_plus",300,299,0.752508361204013,0,0.247491638795987,0.371868684519814,0.384623898370759,0.798099824105537,-0.00190017589446256,0.104987046166628,0.0945499828470208,-3.12338363698409
0.8,2,40,"Fleiss","fisher",300,300,0.89,0.0166666666666667,0.0933333333333333,0.414058388181468,0.442195485583578,0.798099824105537,-0.00190017589446256,0.104987046166628,0.0945499828470208,-3.12338363698409
0.8,5,10,"Fleiss","arcsine",300,300,0.893333333333333,0.04,0.0666666666666667,0.520316381164605,0.540523268099482,0.769636076689858,-0.0303639233101416,0.139373105531948,0.119554349842757,-0.971328021783384
0.8,5,10,"Fleiss","basic",300,300,0.873333333333333,0.0266666666666667,0.1,0.540901457680952,0.559413760463931,0.769636076689858,-0.0303639233101416,0.139373105531948,0.119554349842757,-0.971328021783384
0.8,5,10,"Fleiss","cf_if",300,299,0.82943143812709,0.040133779264214,0.130434782608696,0.470211812482086,0.485571143417956,0.769636076689858,-0.0303639233101416,0.139373105531948,0.119554349842757,-0.971328021783384
0.8,5,10,"Fleiss","cf_student_minus",300,299,0.876254180602007,0.040133779264214,0.0836120401337793,0.470211812482086,0.485571143417956,0.769636076689858,-0.0303639233101416,0.139373105531948,0.119554349842757,-0.971328021783384
0.8,5,10,"Fleiss","cf_student_plus",300,299,0.792642140468227,0.040133779264214,0.167224080267559,0.470211812482086,0.485571143417956,0.769636076689858,-0.0303639233101416,0.139373105531948,0.119554349842757,-0.971328021783384
0.8,5,10,"Fleiss","fisher",300,300,0.89,0.06,0.05,0.61164893783472,0.633671420050101,0.769636076689858,-0.0303639233101416,0.139373105531948,0.119554349842757,-0.971328021783384
0.8,5,20,"Fleiss","arcsine",300,300,0.91,0.02,0.07,0.351282551050253,0.350950805763413,0.795339854586284,-0.00466014541371573,0.0964490994628184,0.0853462939865322,-1.38711828182034
0.8,5,20,"Fleiss","basic",300,300,0.873333333333333,0.0133333333333333,0.113333333333333,0.35726369253683,0.355981585296845,0.795339854586284,-0.00466014541371573,0.0964490994628184,0.0853462939865322,-1.38711828182034
0.8,5,20,"Fleiss","cf_if",300,300,0.843333333333333,0.02,0.136666666666667,0.334551324855141,0.333350725172879,0.795339854586284,-0.00466014541371573,0.0964490994628184,0.0853462939865322,-1.38711828182034
0.8,5,20,"Fleiss","cf_student_minus",300,300,0.906666666666667,0.0266666666666667,0.0666666666666667,0.334551324855141,0.333350725172879,0.795339854586284,-0.00466014541371573,0.0964490994628184,0.0853462939865322,-1.38711828182034
0.8,5,20,"Fleiss","cf_student_plus",300,300,0.77,0.0166666666666667,0.213333333333333,0.334551324855141,0.333350725172879,0.795339854586284,-0.00466014541371573,0.0964490994628184,0.0853462939865322,-1.38711828182034
0.8,5,20,"Fleiss","fisher",300,300,0.913333333333333,0.0433333333333333,0.0433333333333333,0.385306947765456,0.391767362300828,0.795339854586284,-0.00466014541371573,0.0964490994628184,0.0853462939865322,-1.38711828182034
0.8,5,40,"Fleiss","arcsine",300,300,0.956666666666667,0.00666666666666667,0.0366666666666667,0.248506519479386,0.248160902035993,0.798284084231744,-0.00171591576825636,0.0597700786412306,0.061899216426074,-1.52081036983186
0.8,5,40,"Fleiss","basic",300,300,0.936666666666667,0.00333333333333333,0.06,0.25040596604482,0.249834459764414,0.798284084231744,-0.00171591576825636,0.0597700786412306,0.061899216426074,-1.52081036983186
0.8,5,40,"Fleiss","cf_if",300,300,0.93,0.00333333333333333,0.0666666666666667,0.24264046973271,0.242086686791659,0.798284084231744,-0.00171591576825636,0.0597700786412306,0.061899216426074,-1.52081036983186
0.8,5,40,"Fleiss","cf_student_minus",300,300,0.953333333333333,0.01,0.0366666666666667,0.24264046973271,0.242086686791659,0.798284084231744,-0.00171591576825636,0.0597700786412306,0.061899216426074,-1.52081036983186
0.8,5,40,"Fleiss","cf_student_plus",300,300,0.91,0,0.09,0.24264046973271,0.242086686791659,0.798284084231744,-0.00171591576825636,0.0597700786412306,0.061899216426074,-1.52081036983186
0.8,5,40,"Fleiss","fisher",300,300,0.97,0.0166666666666667,0.0133333333333333,0.260041421723963,0.260793874099718,0.798284084231744,-0.00171591576825636,0.0597700786412306,0.061899216426074,-1.52081036983186
0.9,2,10,"Brennan-Prediger","arcsine",300,300,0.57,0.00333333333333333,0.426666666666667,0.305818403300244,0.106263956375607,0.906916666666667,0.00691666666666668,0.145055322356802,0.0752889150994562,-2.44340594245009
0.9,2,10,"Brennan-Prediger","basic",300,300,0.39,0,0.61,0.340630717143082,0.1073035358956,0.906916666666667,0.00691666666666668,0.145055322356802,0.0752889150994562,-2.44340594245009
0.9,2,10,"Brennan-Prediger","cf_if",300,172,0.680232558139535,0,0.319767441860465,0.514756611732656,0.371877019382737,0.906916666666667,0.00691666666666668,0.145055322356802,0.0752889150994562,-2.44340594245009
0.9,2,10,"Brennan-Prediger","cf_student_minus",300,172,0.825581395348837,0.174418604651163,0,0.514756611732656,0.371877019382737,0.906916666666667,0.00691666666666668,0.145055322356802,0.0752889150994562,-2.44340594245009
0.9,2,10,"Brennan-Prediger","cf_student_plus",300,172,0.616279069767442,0,0.383720930232558,0.514756611732656,0.371877019382737,0.906916666666667,0.00691666666666668,0.145055322356802,0.0752889150994562,-2.44340594245009
0.9,2,10,"Brennan-Prediger","fisher",300,300,0.566666666666667,0.00666666666666667,0.426666666666667,0.384840575486252,0.197305306432524,0.906916666666667,0.00691666666666668,0.145055322356802,0.0752889150994562,-2.44340594245009
0.9,2,20,"Brennan-Prediger","arcsine",300,300,0.636666666666667,0.00333333333333333,0.36,0.316368422722284,0.204593203926921,0.893958333333333,-0.00604166666666672,0.113041979196925,0.0792398450592779,-3.61132579737814
0.9,2,20,"Brennan-Prediger","basic",300,300,0.64,0,0.36,0.331701803553312,0.207660792601519,0.893958333333333,-0.00604166666666672,0.113041979196925,0.0792398450592779,-3.61132579737814
0.9,2,20,"Brennan-Prediger","cf_if",300,241,0.796680497925311,0,0.203319502074689,0.386657035161955,0.429825732312246,0.893958333333333,-0.00604166666666672,0.113041979196925,0.0792398450592779,-3.61132579737814
0.9,2,20,"Brennan-Prediger","cf_student_minus",300,241,0.684647302904564,0.112033195020747,0.203319502074689,0.386657035161955,0.429825732312245,0.893958333333333,-0.00604166666666672,0.113041979196925,0.0792398450592779,-3.61132579737814
0.9,2,20,"Brennan-Prediger","cf_student_plus",300,241,0.622406639004149,0,0.377593360995851,0.386657035161955,0.429825732312245,0.893958333333333,-0.00604166666666672,0.113041979196925,0.0792398450592779,-3.61132579737814
0.9,2,20,"Brennan-Prediger","fisher",300,300,0.636666666666667,0.0233333333333333,0.34,0.409382094011737,0.337775272612282,0.893958333333333,-0.00604166666666672,0.113041979196925,0.0792398450592779,-3.61132579737814
0.9,2,40,"Brennan-Prediger","arcsine",300,300,0.806666666666667,0.00333333333333333,0.19,0.236895487530519,0.22336051891164,0.9055625,0.00556250000000003,0.0714032431278902,0.0597553552785719,-4.69640863901832
0.9,2,40,"Brennan-Prediger","basic",300,300,0.72,0,0.28,0.241733229091076,0.226708374095145,0.9055625,0.00556250000000003,0.0714032431278902,0.0597553552785719,-4.69640863901832
0.9,2,40,"Brennan-Prediger","cf_if",300,289,0.743944636678201,0,0.256055363321799,0.243152271756532,0.235979124503729,0.9055625,0.00556250000000003,0.0714032431278902,0.0597553552785719,-4.69640863901832
0.9,2,40,"Brennan-Prediger","cf_student_minus",300,289,0.820069204152249,0.0519031141868512,0.1280276816609,0.243152271756532,0.235979124503729,0.9055625,0.00556250000000003,0.0714032431278902,0.0597553552785719,-4.69640863901832
0.9,2,40,"Brennan-Prediger","cf_student_plus",300,289,0.615916955017301,0,0.384083044982699,0.243152271756532,0.235979124503729,0.9055625,0.00556250000000003,0.0714032431278902,0.0597553552785719,-4.69640863901832
0.9,2,40,"Brennan-Prediger","fisher",300,300,0.823333333333333,0.0166666666666667,0.16,0.297245194455964,0.307492326854194,0.9055625,0.00556250000000003,0.0714032431278902,0.0597553552785719,-4.69640863901832
0.9,5,10,"Brennan-Prediger","arcsine",300,300,0.743333333333333,0.00666666666666667,0.25,0.313618821176381,0.371612826143944,0.896033333333333,-0.00396666666666667,0.0896887905634329,0.072024808651159,-2.21763431174126
0.9,5,10,"Brennan-Prediger","basic",300,300,0.746666666666667,0,0.253333333333333,0.325862873578779,0.382596706662212,0.896033333333333,-0.00396666666666667,0.0896887905634329,0.072024808651159,-2.21763431174126
0.9,5,10,"Brennan-Prediger","cf_if",300,263,0.76425855513308,0,0.23574144486692,0.322051781634207,0.334689317444463,0.896033333333333,-0.00396666666666667,0.0896887905634329,0.072024808651159,-2.21763431174126
0.9,5,10,"Brennan-Prediger","cf_student_minus",300,263,0.82509505703422,0.0304182509505703,0.144486692015209,0.322051781634207,0.334689317444463,0.896033333333333,-0.00396666666666667,0.0896887905634329,0.072024808651159,-2.21763431174126
0.9,5,10,"Brennan-Prediger","cf_student_plus",300,263,0.67680608365019,0,0.32319391634981,0.322051781634207,0.334689317444463,0.896033333333333,-0.00396666666666667,0.0896887905634329,0.072024808651159,-2.21763431174126
0.9,5,10,"Brennan-Prediger","fisher",300,300,0.733333333333333,0.02,0.246666666666667,0.41929275711315,0.466412649465656,0.896033333333333,-0.00396666666666667,0.0896887905634329,0.072024808651159,-2.21763431174126
0.9,5,20,"Brennan-Prediger","arcsine",300,300,0.796666666666667,0.00333333333333333,0.2,0.231435931427176,0.20484443024813,0.902891666666667,0.00289166666666663,0.0671881556383452,0.0562718457233993,-2.97495360146853
0.9,5,20,"Brennan-Prediger","basic",300,300,0.783333333333333,0,0.216666666666667,0.235556653370056,0.206987274949464,0.902891666666667,0.00289166666666663,0.0671881556383452,0.0562718457233993,-2.97495360146853
0.9,5,20,"Brennan-Prediger","cf_if",300,295,0.752542372881356,0,0.247457627118644,0.224320252802963,0.199685609293221,0.902891666666667,0.00289166666666663,0.0671881556383452,0.0562718457233993,-2.97495360146853
0.9,5,20,"Brennan-Prediger","cf_student_minus",300,295,0.789830508474576,0.0305084745762712,0.179661016949153,0.224320252802963,0.199685609293221,0.902891666666667,0.00289166666666663,0.0671881556383452,0.0562718457233993,-2.97495360146853
0.9,5,20,"Brennan-Prediger","cf_student_plus",300,295,0.647457627118644,0,0.352542372881356,0.224320252802963,0.199685609293221,0.902891666666667,0.00289166666666663,0.0671881556383452,0.0562718457233993,-2.97495360146853
0.9,5,20,"Brennan-Prediger","fisher",300,300,0.883333333333333,0.02,0.0966666666666667,0.285892988667289,0.265619555433236,0.902891666666667,0.00289166666666663,0.0671881556383452,0.0562718457233993,-2.97495360146853
0.9,5,40,"Brennan-Prediger","arcsine",300,300,0.9,0.0166666666666667,0.0833333333333333,0.180116582450866,0.187147859931941,0.896929166666667,-0.00307083333333336,0.0478385464808826,0.0448862238459087,-3.42104407158649
0.9,5,40,"Brennan-Prediger","basic",300,300,0.863333333333333,0.00333333333333333,0.133333333333333,0.181581914815714,0.188389191354671,0.896929166666667,-0.00307083333333336,0.0478385464808826,0.0448862238459087,-3.42104407158649
0.9,5,40,"Brennan-Prediger","cf_if",300,300,0.843333333333333,0.00333333333333333,0.153333333333333,0.175950764279968,0.182546936100879,0.896929166666667,-0.00307083333333336,0.0478385464808826,0.0448862238459087,-3.42104407158649
0.9,5,40,"Brennan-Prediger","cf_student_minus",300,300,0.9,0.0266666666666667,0.0733333333333333,0.175950764279968,0.182546936100879,0.896929166666667,-0.00307083333333336,0.0478385464808826,0.0448862238459087,-3.42104407158649
0.9,5,40,"Brennan-Prediger","cf_student_plus",300,300,0.77,0,0.23,0.175950764279968,0.182546936100879,0.896929166666667,-0.00307083333333336,0.0478385464808826,0.0448862238459087,-3.42104407158649
0.9,5,40,"Brennan-Prediger","fisher",300,300,0.906666666666667,0.0233333333333333,0.07,0.202122060506764,0.214979608362068,0.896929166666667,-0.00307083333333336,0.0478385464808826,0.0448862238459087,-3.42104407158649
0.9,2,10,"Conger","arcsine",300,300,0.526666666666667,0.0133333333333333,0.46,0.316587894408245,0.117827645601096,0.898228011863239,-0.00177198813676127,0.159872982327297,0.0762363582139675,-1.93123505320683
0.9,2,10,"Conger","basic",300,300,0.47,0.00666666666666667,0.523333333333333,0.344917247598753,0.119188825566894,0.898228011863239,-0.00177198813676127,0.159872982327297,0.0762363582139675,-1.93123505320683
0.9,2,10,"Conger","cf_if",300,172,0.744186046511628,0.0174418604651163,0.238372093023256,0.521234359576293,0.422689789981615,0.898228011863239,-0.00177198813676127,0.159872982327297,0.0762363582139675,-1.93123505320683
0.9,2,10,"Conger","cf_student_minus",300,172,0.784883720930233,0.104651162790698,0.11046511627907,0.521234359576293,0.422689789981615,0.898228011863239,-0.00177198813676127,0.159872982327297,0.0762363582139675,-1.93123505320683
0.9,2,10,"Conger","cf_student_plus",300,172,0.662790697674419,0.0232558139534884,0.313953488372093,0.521234359576293,0.422689789981615,0.898228011863239,-0.00177198813676127,0.159872982327297,0.0762363582139675,-1.93123505320683
