"index","eigenvalue","relative","gradient_projection"
260,1146827.2150039,0.00567418665993363,-0.0948903981742911
261,1127272.09580685,0.00557743329113524,-0.215338462459023
262,1098495.90534731,0.00543505658966441,-0.301120553981234
263,1091064.61647626,0.00539828860960033,-0.203535351629762
264,1082854.69266809,0.00535766815732823,-0.050311756867521
265,1068306.04231895,0.00528568542387797,0.144965105544396
266,1061429.21033866,0.00525166074450633,0.0755500938302021
267,1058390.94255929,0.00523662822846777,-0.125756845703618
268,1046510.39921734,0.00517784655703399,-0.0297433189320975
269,1032391.90720122,0.00510799212908867,-0.00214239899754057
270,1004796.16662249,0.00497145597001063,0.167025122036842
271,935024.06234649,0.00462624272590651,-0.0414450910075436
272,880149.233091536,0.00435473711455464,0.114468921095766
273,873486.401114871,0.00432177124853336,-0.232343956958769
274,860296.990162993,0.00425651365898856,0.00792997406463378
275,811590.634614254,0.0040155279644629,0.0197405605402877
276,808492.831818391,0.00400020088548412,-0.19621432520934
277,711867.357700785,0.00352212452919009,-0.26147867803733
278,704439.599940096,0.00348537402009202,0.0915869958069731
279,685147.551748756,0.0033899222545096,0.0142342926418804
280,635436.305873966,0.00314396463813889,2.99885610325623e-05
281,480503.368252995,0.00237739893728023,0.245945792281935
282,461854.171909773,0.00228512782640602,-0.0663869485583859
283,458888.653943291,0.00227045525649744,-0.241323353935046
284,350854.28074125,0.00173593079525571,-0.159870493725846
285,286120.107495906,0.00141564385275469,-0.025451618579047
286,204653.85726742,0.00101257118039949,-0.314426356168365
287,175842.804118756,0.000870021987900395,0.0293777724221898
288,169065.269554351,0.000836488604920421,-0.0613455583790644
289,165628.861502703,0.000819486199963817,0.0202720807000688
290,145283.549922413,0.000718823175882475,0.323866628057413
291,125050.424455144,0.00061871521793281,0.128797488007655
292,86122.94386304,0.00042611271583768,0.085334712394287
293,82198.1083656387,0.000406693705780692,-0.536785643355977
294,65192.3867290662,0.000322554057200364,0.0520361385322458
295,63960.9647815307,0.000316461318995305,0.111468024891399
296,55204.8262520646,0.000273138346025695,0.107457240793146
297,49301.0420119685,0.000243928040113861,-0.161038040800826
298,42443.689461449,0.000209999739620498,-0.148194053289407
299,21503.2953144257,0.000106392410139406,-0.033573006131241
300,246.769434115753,1.22094750876157e-06,0.182253273314753
301,89.5560188375939,4.43098629642577e-07,-0.078689713212851
302,8.45277969845828,4.1822036638873e-08,0.0677374196855572
303,3.17890111534516e-09,1.572833123068e-17,-0.00445412821632346
304,-6.22460035715639e-10,-3.07976161080855e-18,0.000174870933123905
