"dgp","method","n","b","truth","est","se"
"C","ipw",2000,32,0.669554550836491,0.788293966864081,0.00806028939102363
"C","fiml",2000,32,0.669554550836491,0.695248002565355,0.0109846130620201
"C","ipw",2000,33,0.669554550836491,0.789231261071705,0.0078324478894412
"C","fiml",2000,33,0.669554550836491,0.702273903410006,0.0108748112360751
"C","ipw",2000,34,0.669554550836491,0.785299341369936,0.00822512653537122
"C","fiml",2000,34,0.669554550836491,0.699823162796416,0.0107342781245716
"C","ipw",2000,35,0.669554550836491,0.79741145483898,0.00773170897189068
"C","fiml",2000,35,0.669554550836491,0.715182338588038,0.0103497269861354
"C","ipw",2000,36,0.669554550836491,0.775177440603969,0.00804096374246783
"C","fiml",2000,36,0.669554550836491,0.687011688570889,0.0107259427393292
"C","ipw",2000,37,0.669554550836491,0.788635120101493,0.00801414105185129
"C","fiml",2000,37,0.669554550836491,0.707995139875652,0.0103919315998251
"C","ipw",2000,38,0.669554550836491,0.783223297766426,0.00805713242850226
"C","fiml",2000,38,0.669554550836491,0.68951533737665,0.0110703681280904
"C","ipw",2000,39,0.669554550836491,0.779045614232438,0.00818835640861404
"C","fiml",2000,39,0.669554550836491,0.692549447626952,0.0108214387923947
"C","ipw",2000,40,0.669554550836491,0.791814952374036,0.00794511891833586
"C","fiml",2000,40,0.669554550836491,0.709418445123488,0.0107078038638188
"C","ipw",2000,41,0.669554550836491,0.784158871838231,0.00778952009651205
"C","fiml",2000,41,0.669554550836491,0.7055546688621,0.0105126233669933
"C","ipw",2000,42,0.669554550836491,0.790214712217151,0.00802985979312793
"C","fiml",2000,42,0.669554550836491,0.702865454182143,0.0107248655718626
"C","ipw",2000,43,0.669554550836491,0.780168167982819,0.00814890191424847
"C","fiml",2000,43,0.669554550836491,0.694443440963909,0.0105661407059745
"C","ipw",2000,44,0.669554550836491,0.793282201952136,0.00793336484582949
"C","fiml",2000,44,0.669554550836491,0.716979293894886,0.0102491383569189
"C","ipw",2000,45,0.669554550836491,0.783241580424543,0.0078670441941776
"C","fiml",2000,45,0.669554550836491,0.706649460646013,0.0104921968084839
"C","ipw",2000,46,0.669554550836491,0.779921629819095,0.00820605990129493
"C","fiml",2000,46,0.669554550836491,0.700410134525142,0.0111277342591585
"C","ipw",2000,47,0.669554550836491,0.779622091860335,0.00821823403755299
"C","fiml",2000,47,0.669554550836491,0.699826715498455,0.0104955567691286
"C","ipw",2000,48,0.669554550836491,0.792421836016314,0.00803937434130911
"C","fiml",2000,48,0.669554550836491,0.708744193479812,0.0107610874051415
"C","ipw",2000,49,0.669554550836491,0.793496295193129,0.00797942542004511
"C","fiml",2000,49,0.669554550836491,0.694924807453959,0.0108499636978382
"C","ipw",2000,50,0.669554550836491,0.784538318644038,0.00796844234491462
"C","fiml",2000,50,0.669554550836491,0.69993089157245,0.0106527708736858
"C","ipw",8000,1,0.669554550836491,0.786199590320966,0.00401922691076476
"C","fiml",8000,1,0.669554550836491,0.708835516086763,0.00506412305494964
"C","ipw",8000,2,0.669554550836491,0.788269377046786,0.00400892182280164
"C","fiml",8000,2,0.669554550836491,0.708753414661273,0.00512638821346217
"C","ipw",8000,3,0.669554550836491,0.788331807572083,0.00405348662250815
"C","fiml",8000,3,0.669554550836491,0.712243691107967,0.0051269337325498
"C","ipw",8000,4,0.669554550836491,0.790461409676081,0.00389363082061463
"C","fiml",8000,4,0.669554550836491,0.716519739500839,0.00497512730177265
"C","ipw",8000,5,0.669554550836491,0.78872686214725,0.00406607605285414
"C","fiml",8000,5,0.669554550836491,0.710294858965131,0.00509198065719866
"C","ipw",8000,6,0.669554550836491,0.786292331154015,0.00400643521495234
"C","fiml",8000,6,0.669554550836491,0.709037850281453,0.00503367902111266
"C","ipw",8000,7,0.669554550836491,0.780003822099912,0.00403976292437794
"C","fiml",8000,7,0.669554550836491,0.703847518017742,0.00506188239142948
"C","ipw",8000,8,0.669554550836491,0.783935663852707,0.00397422823385998
"C","fiml",8000,8,0.669554550836491,0.706524432685286,0.00510660397466824
"C","ipw",8000,9,0.669554550836491,0.787382406533843,0.00394828100811804
"C","fiml",8000,9,0.669554550836491,0.708974128746882,0.00507395894667992
"C","ipw",8000,10,0.669554550836491,0.792848709793454,0.00394935079388444
"C","fiml",8000,10,0.669554550836491,0.718046504093288,0.00506026039129212
"C","ipw",8000,11,0.669554550836491,0.789521267755012,0.00395446520596357
"C","fiml",8000,11,0.669554550836491,0.716663830161029,0.00498800857179158
"C","ipw",8000,12,0.669554550836491,0.782926154516272,0.00405376039061282
"C","fiml",8000,12,0.669554550836491,0.705905935923077,0.00510935359540021
"C","ipw",8000,13,0.669554550836491,0.782340751687747,0.00398355376220878
"C","fiml",8000,13,0.669554550836491,0.70294191899382,0.00505800238602989
"C","ipw",8000,14,0.669554550836491,0.781305550780837,0.00404518831624943
"C","fiml",8000,14,0.669554550836491,0.707690373053276,0.00508572313937296
"C","ipw",8000,15,0.669554550836491,0.782309312538233,0.0040403051885201
"C","fiml",8000,15,0.669554550836491,0.70080457725426,0.00515118767778009
"C","ipw",8000,16,0.669554550836491,0.788907406068788,0.00398188527109612
"C","fiml",8000,16,0.669554550836491,0.717086163434535,0.00501053980811706
"C","ipw",8000,17,0.669554550836491,0.78743704806681,0.00399184481425469
"C","fiml",8000,17,0.669554550836491,0.712260250364953,0.0050665797797818
"C","ipw",8000,18,0.669554550836491,0.782129606176476,0.00403582022541643
"C","fiml",8000,18,0.669554550836491,0.704769577301277,0.00514456480578044
"C","ipw",8000,19,0.669554550836491,0.7959664839236,0.00398696556296804
"C","fiml",8000,19,0.669554550836491,0.719394120272524,0.00508324760112279
"C","ipw",8000,20,0.669554550836491,0.782129184037417,0.00405485649657172
"C","fiml",8000,20,0.669554550836491,0.706615711906587,0.00509443166672274
"C","ipw",8000,21,0.669554550836491,0.788162435393013,0.00394966875438406
"C","fiml",8000,21,0.669554550836491,0.711154707600195,0.00507762120876597
"C","ipw",8000,22,0.669554550836491,0.785137170071625,0.00397899549626844
"C","fiml",8000,22,0.669554550836491,0.703035816557657,0.00510713722199715
"C","ipw",8000,23,0.669554550836491,0.780179338882309,0.0040281907327566
"C","fiml",8000,23,0.669554550836491,0.706856384760827,0.00503314101961073
"C","ipw",8000,24,0.669554550836491,0.787115221557311,0.0039575526665907
"C","fiml",8000,24,0.669554550836491,0.710706407624396,0.00505994616019616
"C","ipw",8000,25,0.669554550836491,0.79107617152792,0.0039846813790102
"C","fiml",8000,25,0.669554550836491,0.710416031110122,0.00507077557202743
"C","ipw",8000,26,0.669554550836491,0.78454872757391,0.00402338439506159
"C","fiml",8000,26,0.669554550836491,0.709464736321574,0.00508425040329894
"C","ipw",8000,27,0.669554550836491,0.783910964043977,0.00402854281986015
"C","fiml",8000,27,0.669554550836491,0.710716189848505,0.00502301901477883
"C","ipw",8000,28,0.669554550836491,0.782923860885605,0.0040195083794751
"C","fiml",8000,28,0.669554550836491,0.700294129508093,0.00520831268993397
"C","ipw",8000,29,0.669554550836491,0.789047454205561,0.00396417699570731
"C","fiml",8000,29,0.669554550836491,0.713305249653613,0.00507778012953116
"C","ipw",8000,30,0.669554550836491,0.781634199822807,0.0040204892726102
"C","fiml",8000,30,0.669554550836491,0.708011294602188,0.0050597274049815
"C","ipw",8000,31,0.669554550836491,0.785254773561215,0.00403686125316267
"C","fiml",8000,31,0.669554550836491,0.704688335643645,0.00515826294350617
"C","ipw",8000,32,0.669554550836491,0.787149868491038,0.00398027638374588
"C","fiml",8000,32,0.669554550836491,0.707918366210236,0.00513688011500601
"C","ipw",8000,33,0.669554550836491,0.789410429647102,0.00394633583750812
"C","fiml",8000,33,0.669554550836491,0.71556239626835,0.00496910003302643
"C","ipw",8000,34,0.669554550836491,0.785363463037506,0.00402013071375369
"C","fiml",8000,34,0.669554550836491,0.703674927247331,0.00510988493063089
"C","ipw",8000,35,0.669554550836491,0.78425367071473,0.00402764659668809
"C","fiml",8000,35,0.669554550836491,0.703654339352659,0.00515619100113652
"C","ipw",8000,36,0.669554550836491,0.790706796444476,0.00397597860024116
"C","fiml",8000,36,0.669554550836491,0.710479100244676,0.0051332052664778
"C","ipw",8000,37,0.669554550836491,0.785126136874848,0.00398018137835858
"C","fiml",8000,37,0.669554550836491,0.707973091415486,0.00509666281645356
"C","ipw",8000,38,0.669554550836491,0.784670386296501,0.00400445863145425
"C","fiml",8000,38,0.669554550836491,0.711843650777119,0.00507801171553078
"C","ipw",8000,39,0.669554550836491,0.778357775863055,0.00401135714006357
"C","fiml",8000,39,0.669554550836491,0.693878683978685,0.00516543717868632
"C","ipw",8000,40,0.669554550836491,0.782015748255478,0.00408711035426816
"C","fiml",8000,40,0.669554550836491,0.702251799690816,0.0051698369712691
"C","ipw",8000,41,0.669554550836491,0.779971445698857,0.00400171654782686
"C","fiml",8000,41,0.669554550836491,0.704840386716982,0.00506031859172105
"C","ipw",8000,42,0.669554550836491,0.783615495590993,0.00408877337448412
"C","fiml",8000,42,0.669554550836491,0.708977352178993,0.00509600095567216
"C","ipw",8000,43,0.669554550836491,0.787787333401725,0.00403687146252089
"C","fiml",8000,43,0.669554550836491,0.707412614285235,0.00509535415211371
"C","ipw",8000,44,0.669554550836491,0.787892495511323,0.00396761722015945
"C","fiml",8000,44,0.669554550836491,0.712572664421885,0.00505718863024555
"C","ipw",8000,45,0.669554550836491,0.790172981680666,0.00395215688459912
"C","fiml",8000,45,0.669554550836491,0.713516217465355,0.00507220831286472
"C","ipw",8000,46,0.669554550836491,0.78119537888311,0.00407981638130293
"C","fiml",8000,46,0.669554550836491,0.711121258459155,0.0050929905284177
"C","ipw",8000,47,0.669554550836491,0.789732708443026,0.00397615803947263
"C","fiml",8000,47,0.669554550836491,0.716270417836777,0.00501183706764039
"C","ipw",8000,48,0.669554550836491,0.791129663491793,0.00398169239560459
"C","fiml",8000,48,0.669554550836491,0.71364191159006,0.0050401814784295
"C","ipw",8000,49,0.669554550836491,0.787146564598426,0.00402075053413815
"C","fiml",8000,49,0.669554550836491,0.706747921745735,0.00516177195904295
"C","ipw",8000,50,0.669554550836491,0.777966109640224,0.00405973621269119
"C","fiml",8000,50,0.669554550836491,0.700973722207639,0.00507716844976596
