"profile","profile_label","C","R","patterns","mechanism","n","rep","seed","method","truth","estimate","bias","se","vcov","elapsed_ms","observed_fraction","min_pair_count","observed_categories","psi_vcov_max_abs_error","error"
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,175,19161775,"fiml",0.853987551538603,0.828958777055752,-0.0250287744828509,0.0172785012426887,0.000298546605193597,19.0000000000055,1,250,5,0,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,176,19161776,"available",0.853987551538603,0.883079429243718,0.0290918777051147,0.0107946041055805,0.000116523477796216,0,1,250,5,3.11708124589583e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,176,19161776,"fiml",0.853987551538603,0.883079429243722,0.0290918777051189,0.0107946041055802,0.000116523477796209,17.9999999999723,1,250,5,8.13151629364128e-20,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,177,19161777,"available",0.853987551538603,0.833660773901705,-0.0203267776368982,0.0157129702851089,0.000246897435180714,0,1,250,5,5.96311194867027e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,177,19161777,"fiml",0.853987551538603,0.833660773901709,-0.0203267776368936,0.0157129702851084,0.0002468974351807,19.9999999999818,1,250,5,3.25260651745651e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,178,19161778,"available",0.853987551538603,0.840783215311772,-0.0132043362268307,0.0150815354184625,0.00022745271057834,0,1,250,5,6.7762635780344e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,178,19161778,"fiml",0.853987551538603,0.840783215311776,-0.0132043362268269,0.0150815354184622,0.000227452710578328,19.9999999999818,1,250,5,1.59919820441612e-18,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,179,19161779,"available",0.853987551538603,0.854221877791097,0.000234326252493644,0.0144449068322951,0.000208655333393687,0,1,250,5,2.43945488809238e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,179,19161779,"fiml",0.853987551538603,0.854221877791102,0.000234326252498973,0.0144449068322946,0.000208655333393672,17.9999999999723,1,250,5,7.31836466427715e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,180,19161780,"available",0.853987551538603,0.847488851669243,-0.00649869986935958,0.0148705297796714,0.000221132655928093,0,1,250,5,2.16840434497101e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,180,19161780,"fiml",0.853987551538603,0.847488851669247,-0.0064986998693557,0.014870529779671,0.000221132655928082,19.0000000000055,1,250,5,4.87890977618477e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,181,19161781,"available",0.853987551538603,0.821066172612564,-0.0329213789260392,0.0167719130249609,0.000281297066516854,0,1,250,5,5.42101086242752e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,181,19161781,"fiml",0.853987551538603,0.821066172612569,-0.0329213789260339,0.0167719130249605,0.000281297066516838,19.9999999999818,1,250,5,5.96311194867027e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,182,19161782,"available",0.853987551538603,0.860032471087877,0.00604491954927355,0.014071596427757,0.000198009826025663,0,1,250,5,8.94466792300541e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,182,19161782,"fiml",0.853987551538603,0.860032471087882,0.00604491954927933,0.0140715964277565,0.000198009826025648,18.0000000000291,1,250,5,4.60785923306339e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,183,19161783,"available",0.853987551538603,0.864534009529408,0.010546457990805,0.0129509390351455,0.000167726821892055,0.999999999976353,1,250,5,2.43945488809238e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,183,19161783,"fiml",0.853987551538603,0.864534009529413,0.01054645799081,0.0129509390351451,0.000167726821892044,19.0000000000055,1,250,5,3.52365706057789e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,184,19161784,"available",0.853987551538603,0.834968231412376,-0.0190193201262269,0.0151271790495886,0.000228831545998314,0,1,250,5,1.0842021724855e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,184,19161784,"fiml",0.853987551538603,0.834968231412381,-0.0190193201262221,0.0151271790495882,0.0002288315459983,19.9999999999818,1,250,5,1.35525271560688e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,185,19161785,"available",0.853987551538603,0.837984156803701,-0.0160033947349022,0.0159972639388532,0.000255912453529334,0,1,250,5,6.50521303491303e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,185,19161785,"fiml",0.853987551538603,0.837984156803706,-0.0160033947348972,0.0159972639388528,0.00025591245352932,18.0000000000291,1,250,5,1.62630325872826e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,186,19161786,"available",0.853987551538603,0.862382259557612,0.00839470801900921,0.0130541288073447,0.000170410278918747,1.0000000000332,1,250,5,3.25260651745651e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,186,19161786,"fiml",0.853987551538603,0.862382259557616,0.00839470801901299,0.0130541288073444,0.000170410278918738,18.9999999999486,1,250,5,1.89735380184963e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,187,19161787,"available",0.853987551538603,0.844115042294961,-0.00987250924364147,0.0153465311896223,0.00023551601955405,0,1,250,5,6.7762635780344e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,187,19161787,"fiml",0.853987551538603,0.844115042294968,-0.00987250924363514,0.0153465311896217,0.000235516019554031,19.0000000000055,1,250,5,2.16840434497101e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,188,19161788,"available",0.853987551538603,0.850668720701584,-0.00331883083701923,0.0140779960469723,0.000198189972698568,0.999999999976353,1,250,5,1.0842021724855e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,188,19161788,"fiml",0.853987551538603,0.850668720701588,-0.00331883083701512,0.014077996046972,0.000198189972698558,18.0000000000291,1,250,5,3.79470760369927e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,189,19161789,"available",0.853987551538603,0.867968159582219,0.013980608043616,0.0123649841277022,0.000152892832478328,0.999999999976353,1,250,5,3.79470760369927e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,189,19161789,"fiml",0.853987551538603,0.867968159582222,0.0139806080436192,0.012364984127702,0.000152892832478322,18.0000000000291,1,250,5,1.0842021724855e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,190,19161790,"available",0.853987551538603,0.863378390777768,0.00939083923916495,0.0132202298083252,0.00017477447618493,0,1,250,5,4.87890977618477e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,190,19161790,"fiml",0.853987551538603,0.863378390777772,0.00939083923916917,0.0132202298083248,0.000174774476184921,17.9999999999723,1,250,5,5.14996031930615e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,191,19161791,"available",0.853987551538603,0.842343398046505,-0.0116441534920977,0.0151083848959057,0.000228263294162831,0.999999999976353,1,250,5,9.21571846612679e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,191,19161791,"fiml",0.853987551538603,0.842343398046511,-0.0116441534920924,0.0151083848959051,0.000228263294162814,21.000000000015,1,250,5,5.14996031930615e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,192,19161792,"available",0.853987551538603,0.844093708805182,-0.00989384273342098,0.0150889505246705,0.000227676427935953,0,1,250,5,9.21571846612679e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,192,19161792,"fiml",0.853987551538603,0.844093708805186,-0.00989384273341676,0.01508895052467,0.000227676427935941,17.9999999999723,1,250,5,5.42101086242752e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,193,19161793,"available",0.853987551538603,0.838961860689113,-0.01502569084949,0.0152490622576548,0.000232533899737832,0,1,250,5,5.6920614055489e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,193,19161793,"fiml",0.853987551538603,0.838961860689118,-0.0150256908494852,0.0152490622576543,0.000232533899737818,19.0000000000055,1,250,5,2.71050543121376e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,194,19161794,"available",0.853987551538603,0.861510089274795,0.00752253773619194,0.0124489974910899,0.000154977538533162,0,1,250,5,2.71050543121376e-20,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,194,19161794,"fiml",0.853987551538603,0.8615100892748,0.00752253773619704,0.0124489974910895,0.000154977538533151,19.0000000000055,1,250,5,4.87890977618477e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,195,19161795,"available",0.853987551538603,0.850617092420276,-0.00337045911832667,0.0153625948143632,0.0002360093194303,0.999999999976353,1,250,5,3.25260651745651e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,195,19161795,"fiml",0.853987551538603,0.85061709242028,-0.00337045911832257,0.0153625948143628,0.000236009319430288,18.0000000000291,1,250,5,3.79470760369927e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,196,19161796,"available",0.853987551538603,0.866374408835884,0.0123868572972812,0.0128124706625818,0.000164159404479519,0,1,250,5,4.33680868994202e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,196,19161796,"fiml",0.853987551538603,0.866374408835889,0.0123868572972856,0.0128124706625814,0.000164159404479509,16.9999999999959,1,250,5,2.43945488809238e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,197,19161797,"available",0.853987551538603,0.87679190419083,0.0228043526522269,0.0109949260675917,0.000120888399231808,0,1,250,5,1.76182853028894e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,197,19161797,"fiml",0.853987551538603,0.876791904190832,0.0228043526522294,0.0109949260675916,0.000120888399231804,19.0000000000055,1,250,5,3.93023287525995e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,198,19161798,"available",0.853987551538603,0.849395956918145,-0.00459159462045766,0.0149382211344601,0.000223150450662032,0,1,250,5,4.33680868994202e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,198,19161798,"fiml",0.853987551538603,0.849395956918152,-0.004591594620451,0.0149382211344595,0.000223150450662013,18.0000000000291,1,250,5,5.42101086242752e-20,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,199,19161799,"available",0.853987551538603,0.845925396078432,-0.00806215546017131,0.0148488005103158,0.000220486876595154,0,1,250,5,1.19262238973405e-18,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,199,19161799,"fiml",0.853987551538603,0.845925396078435,-0.00806215546016786,0.0148488005103155,0.000220486876595145,18.0000000000291,1,250,5,3.25260651745651e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,200,19161800,"available",0.853987551538603,0.838135931761348,-0.0158516197772549,0.0150848258810983,0.000227551971863052,0,1,250,5,1.35525271560688e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,200,19161800,"fiml",0.853987551538603,0.838135931761352,-0.015851619777251,0.0150848258810979,0.000227551971863042,19.0000000000055,1,250,5,1.35525271560688e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",1000,1,20161601,"available",0.853987551538603,0.85344787157757,-0.000539679961032657,0.00701557542044356,4.92182984799319e-05,0,1,1000,5,7.45388993583784e-20,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",1000,1,20161601,"fiml",0.853987551538603,0.853447871577568,-0.000539679961034878,0.0070155754204435,4.9218298479931e-05,866.999999999962,1,1000,5,1.21972744404619e-18,""
